,DDEC,EQeq,Qeq
0,0.910015,0.58700,2.23684
1,0.926921,0.58700,2.23684
2,0.931859,0.59000,2.23684
3,0.910015,0.58700,2.23684
4,0.926921,0.58800,2.23684
5,0.931859,0.59100,2.23684
6,0.943451,0.58600,2.46252
7,0.943451,0.58600,2.46252
8,0.94345,0.58600,2.46252
9,0.94345,0.58600,2.46252
10,0.932899,0.59600,3.45089
11,0.932899,0.60000,3.45089
12,0.932888,0.59800,3.45089
13,0.932888,0.59800,3.45089
14,0.906715,0.57600,1.75983
15,0.913507,0.57200,1.75983
16,0.906717,0.57600,1.75983
17,0.913509,0.57200,1.75983
18,0.921874,0.56400,2.03851
19,0.921874,0.56500,2.03851
20,0.921874,0.56500,2.03851
21,0.921874,0.56600,2.03851
22,0.957948,0.59100,2.58017
23,0.957947,0.59100,2.58017
24,0.957948,0.59100,2.58017
25,0.957947,0.59100,2.58017
